Geneid	L11B	L12B	L13B	L14B	L15B	L1A	L2A	L3A	L4A	L5A	L1N	L2N	L3N	L4N
Trnan-guu_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnaq-cug_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnag-ccc_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnag-ccc_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnaq-cug_5	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Trnan-guu_9	0	0	1	1	1	1	0	0	0	0	0	2	0	0
Trnav-cac_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Trnar-acg_4	0	1	1	2	1	1	0	2	1	3	0	3	1	0
Trnan-guu_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnag-ccc_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840592	13	23	11	34	25	63	30	30	128	70	24	31	22	11
LOC101843256	0	0	0	0	0	1	0	0	1	1	0	0	0	0
LOC101843531	3	5	2	17	8	0	3	11	16	19	1	5	2	1
LOC110343560	13	22	10	26	23	30	18	23	55	38	22	26	24	15
LOC101843803	5	6	11	9	6	13	5	5	10	16	16	15	10	6
LOC101844064	1	1	0	1	1	0	2	3	2	0	2	2	2	0
Bola1	41	79	55	53	62	107	47	35	97	92	82	110	94	57
Sv2a	2	4	3	6	5	3	1	9	17	8	1	2	4	4
Sf3b4	16	30	38	38	35	78	29	35	66	76	50	81	64	23
Mtmr11	1	7	2	6	6	8	2	2	8	7	10	8	2	2
Otud7b	20	24	14	31	29	28	18	26	39	50	42	54	53	21
Vps45	20	42	24	48	43	48	24	43	65	79	29	39	44	26
Plekho1	42	68	42	66	86	118	43	45	96	116	120	139	120	59
Anp32e	37	43	35	45	53	81	26	59	110	102	75	102	72	33
Ca14	0	0	1	1	1	0	1	0	2	1	1	0	1	0
Aph1a	14	24	17	21	21	52	22	12	44	64	54	49	54	22
CUNH1orf54	228	268	267	354	224	746	386	365	796	811	537	687	601	302
Ciart	0	1	0	1	2	1	3	1	4	4	2	5	3	4
Mrps21	93	123	111	127	146	235	112	131	192	216	190	271	213	101
Prpf3	16	28	16	32	28	26	7	22	56	41	16	36	27	9
Rprd2	27	45	28	69	52	41	26	30	76	86	53	63	64	41
Tars2	24	31	20	37	36	21	12	19	53	46	34	58	49	29
Ecm1	3	10	7	10	13	14	8	17	26	38	7	14	11	16
LOC110343554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl4	2	3	3	8	6	6	6	8	10	6	6	7	2	5
LOC110343555	0	0	1	2	0	4	1	2	1	2	4	1	1	0
Mcl1	35	40	37	42	40	110	52	34	109	92	53	87	70	44
Ensa	48	62	58	54	68	112	50	62	120	107	67	112	96	56
Golph3l	21	27	16	36	55	38	24	38	67	56	32	36	27	19
Hormad1	7	17	2	27	26	5	4	25	53	37	6	11	6	3
Ctss	30	41	24	66	59	103	58	65	196	151	43	57	62	34
LOC106022342	0	0	0	1	0	0	0	1	1	1	1	0	2	1
Ctsk	7	11	11	13	13	72	38	48	128	113	15	17	16	5
Arnt	10	20	8	39	33	8	4	17	54	26	13	7	6	1
LOC106022345	2	4	0	7	5	2	1	2	4	3	2	3	1	1
Setdb1	18	37	13	53	44	26	14	36	86	72	15	22	19	8
Cers2	13	28	22	39	22	33	17	16	38	47	33	42	34	21
Anxa9	3	2	0	4	9	2	2	4	12	7	2	3	0	1
Mindy1	19	26	28	49	35	45	20	29	53	61	33	46	50	25
LOC110343558	0	1	0	1	0	0	0	0	0	1	1	1	0	1
Prune1	15	24	13	32	31	15	10	25	69	43	16	10	17	4
Bnipl	2	7	2	9	11	4	0	7	14	14	4	6	0	1
CUNH1orf56	3	2	1	3	2	1	2	1	7	7	3	9	4	0
Cdc42se1	54	92	60	77	101	204	107	99	198	197	105	150	164	77
LOC110343561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt11	12	17	9	19	22	21	6	22	33	44	16	20	16	5
Gabpb2	11	25	8	50	31	12	4	24	54	46	13	6	13	7
Sema6c	4	6	2	8	5	1	1	3	13	9	7	12	12	9
Tnfaip8l2	16	26	30	20	34	70	37	39	64	91	27	61	48	20
Lysmd1	7	1	10	2	6	7	6	3	6	11	11	11	11	7
Scnm1	13	16	6	14	15	18	15	18	38	28	11	17	5	5
Tmod4	3	1	2	5	1	2	3	0	3	7	4	4	3	2
Vps72	26	30	20	46	38	35	10	39	76	71	43	53	46	34
Pip5k1a	5	17	12	18	22	17	10	18	44	40	15	21	16	4
Psmd4	28	55	41	50	57	108	75	49	106	125	80	116	85	36
Znf687	2	5	2	4	5	5	2	4	6	10	12	8	13	3
Pi4kb	23	37	19	53	60	40	22	33	91	77	24	46	44	12
Rfx5	6	8	15	14	10	23	14	12	28	45	23	29	21	14
Psmb4	92	130	142	146	192	394	201	164	373	369	243	326	282	158
Pogz	17	27	14	46	38	26	14	32	79	72	31	44	38	16
LOC106022344	6	5	4	17	7	6	1	2	18	12	4	4	3	2
LOC101844860	8	14	3	27	29	5	2	16	42	38	8	5	4	4
Ppt1	26	58	61	53	61	105	55	42	83	118	86	87	109	36
Cap1	138	193	170	209	208	460	245	224	553	483	246	310	292	133
Mfsd2a	6	22	4	28	25	2	4	13	32	27	10	13	8	5
Mycl	1	1	0	2	1	1	1	0	2	2	4	6	8	1
Trit1	5	12	6	8	13	11	11	13	23	23	12	15	18	4
Ppie	1	1	2	1	0	3	1	3	4	1	1	4	1	1
LOC101839074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal4	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Nt5c1a	0	6	2	10	4	0	1	7	10	15	1	4	1	1
Heyl	1	9	3	20	12	7	0	11	25	20	6	8	8	2
LOC110343592	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pabpc4	23	28	24	26	47	58	24	47	65	66	55	93	76	33
Macf1	132	255	182	307	276	258	103	207	391	382	303	442	363	200
Kiaa0754	1	0	0	1	1	0	2	0	2	1	2	5	1	0
LOC106022356	4	9	5	13	16	1	4	9	18	19	1	1	4	2
LOC106022357	1	0	2	0	3	1	0	0	2	1	2	4	2	3
Ndufs5	73	110	91	144	143	239	97	136	237	241	163	211	200	90
Akirin1	15	25	10	32	24	39	19	24	62	51	24	36	29	18
Rhbdl2	10	18	4	47	32	8	7	26	60	46	3	3	6	5
Mycbp	30	61	42	39	44	68	27	31	50	69	67	88	79	39
Rragc	19	30	44	31	39	104	50	39	87	88	44	71	63	33
LOC101831002	1	2	6	6	5	5	1	2	7	4	1	3	3	0
LOC110343587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106022355	1	4	0	7	7	0	1	5	14	7	3	3	1	2
LOC110343589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f1	1	0	0	1	2	0	0	0	1	2	0	0	0	0
Utp11	11	24	15	22	23	42	24	17	45	47	34	48	36	15
Fhl3	8	11	5	16	20	15	7	14	40	34	13	15	15	3
Sf3a3	30	34	33	39	64	98	53	57	109	98	65	100	79	41
LOC106022358	6	6	7	17	14	3	5	14	36	22	4	3	2	1
LOC101840967	18	35	19	48	36	30	21	33	74	72	39	45	40	23
Mtf1	20	32	27	59	46	60	28	46	89	92	53	57	51	19
CUNH1orf122	37	49	48	53	44	76	42	35	68	76	78	104	86	34
Yrdc	6	6	7	9	12	27	12	9	11	19	14	20	16	3
Maneal	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Epha10	2	2	2	3	4	1	1	5	17	8	2	3	2	1
Cdca8	37	53	40	70	45	73	42	41	92	71	77	125	109	45
CUNH1orf109	8	16	6	23	26	11	2	14	49	27	5	18	7	6
Rspo1	7	23	17	26	17	24	19	15	20	37	19	40	35	18
Gnl2	13	34	26	50	36	69	38	42	84	74	55	65	63	29
Dnali1	10	10	11	13	9	7	2	6	6	9	19	13	9	2
Snip1	12	13	14	21	20	26	13	12	20	25	16	39	29	10
Meaf6	14	17	15	34	31	29	22	28	50	53	27	30	35	10
Zc3h12a	2	6	6	1	11	15	6	6	15	12	6	6	6	3
Grik3	7	17	1	38	33	3	3	25	56	36	12	12	12	1
LOC110343591	1	0	0	0	2	1	0	3	3	2	3	0	0	0
LOC106022361	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Csf3r	11	18	9	34	29	47	33	44	105	81	12	17	23	24
Mrps15	33	37	28	41	49	81	50	37	63	55	58	71	67	30
Oscp1	17	21	7	19	29	8	7	19	61	35	6	10	10	2
Stk40	44	56	35	70	72	87	45	75	136	137	56	119	78	40
Eva1b	19	27	15	17	11	33	12	18	27	32	25	32	43	29
Sh3d21	1	4	0	2	5	3	0	7	4	4	2	1	1	0
Thrap3	47	82	50	85	103	119	44	84	148	175	90	156	107	64
Map7d1	23	38	23	59	33	17	18	57	98	76	21	29	25	16
Trappc3	9	19	20	14	22	44	32	25	40	38	22	40	27	17
Col8a2	2	3	5	3	5	2	1	6	5	7	0	3	4	0
Adprhl2	26	26	20	17	26	51	27	32	46	47	29	49	47	23
Tekt2	4	2	2	5	5	4	2	3	5	1	1	5	5	1
LOC101843102	29	56	27	126	76	30	9	100	162	128	31	30	27	18
LOC101838170	2	5	2	1	9	4	3	8	18	9	2	2	4	1
LOC101843364	18	38	8	47	41	22	10	49	82	59	16	28	17	8
Clspn	9	19	11	44	30	16	6	14	56	40	12	13	15	8
CUNH1orf216	2	6	1	7	9	1	1	7	11	11	0	11	4	1
Chrna7	13	14	4	23	26	9	6	25	42	29	16	13	19	9
LOC101844161	11	4	3	7	14	7	3	13	17	15	14	9	15	9
LOC101828137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud7a	14	31	9	57	46	13	13	50	97	84	7	20	13	6
LOC110343596	0	0	0	1	2	0	0	0	0	1	0	0	0	0
Klf13	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC110343594	2	7	9	10	10	14	12	11	20	26	11	21	12	2
Trpm1	35	65	16	137	101	24	18	86	197	141	24	27	24	17
Mtmr10	3	2	5	3	11	8	11	3	14	17	7	11	13	3
Fan1	2	3	3	4	9	2	0	3	10	6	3	3	4	3
Mphosph10	26	35	37	48	35	58	35	35	86	80	58	77	90	34
Mcee	5	6	10	8	20	19	10	4	15	9	11	18	15	5
Apba2	12	22	16	34	29	13	14	23	53	37	14	21	20	7
Fam189a1	27	54	23	95	65	23	20	68	157	132	26	27	29	18
Nsmce3	4	10	5	10	8	14	8	6	13	15	4	12	9	4
LOC101824217	0	0	1	0	2	3	0	0	2	5	4	1	3	0
Tjp1	131	176	147	219	238	216	105	144	304	318	278	397	339	154
LOC106022363	1	0	0	0	2	0	0	1	2	1	0	0	0	1
Tarsl2	3	15	6	21	16	26	12	5	36	29	18	20	24	9
Tm2d3	9	12	4	7	7	21	9	11	23	22	14	29	36	5
LOC106022362	0	0	0	0	0	0	0	0	0	2	1	2	0	0
LOC106022364	0	2	0	7	4	0	0	8	8	3	1	0	2	0
Pcsk6	12	26	8	45	32	11	4	35	76	50	10	12	11	7
Snrpa1	14	40	32	30	52	82	36	39	82	58	41	67	65	26
Selenos	10	9	12	16	13	38	9	14	33	27	29	24	27	11
Chsy1	2	2	0	7	2	0	1	4	17	4	2	2	2	0
LOC110343595	0	2	1	0	1	0	0	0	1	0	1	2	0	0
LOC110343599	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lrrk1	10	17	21	19	19	34	14	10	26	32	17	36	35	14
LOC110343598	4	9	7	19	15	3	10	14	30	21	5	17	14	5
Aldh1a3	14	19	13	18	15	43	21	21	59	37	22	28	20	7
LOC110343597	4	12	3	17	17	6	3	13	33	12	2	4	3	3
Asb7	13	20	6	29	33	27	11	23	55	36	16	25	19	12
Lins1	5	6	5	5	9	15	6	9	6	14	14	10	19	5
LOC101835455	0	2	3	3	4	0	0	2	7	9	1	2	0	0
Ets1	91	121	106	132	156	210	87	118	174	207	243	380	303	120
LOC110343602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106022365	1	5	7	9	9	5	3	4	14	7	5	6	3	1
LOC110343606	7	11	3	18	9	6	2	13	21	26	3	6	4	4
Kcnj1	1	3	3	2	8	1	1	9	6	6	6	4	2	1
Fli1	44	62	54	63	67	88	56	65	125	119	104	163	132	52
Kcnj5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap32	5	11	4	20	22	5	4	11	36	29	6	16	11	6
LOC110343605	0	1	0	1	2	0	0	0	1	4	1	1	0	0
Barx2	8	15	1	25	24	4	4	20	33	29	7	5	7	6
LOC110343603	2	3	1	6	5	1	0	2	6	5	1	3	2	0
LOC101837283	0	0	0	0	1	0	1	0	0	0	0	0	0	1
LOC101831892	0	0	0	0	1	3	0	0	0	0	1	0	0	1
Tmem45b	1	5	1	6	13	1	0	10	24	9	2	4	5	3
Nfrkb	7	7	16	17	11	19	15	13	35	28	13	19	23	9
Prdm10	4	15	11	53	19	9	4	28	58	46	9	15	6	4
LOC110343600	1	3	1	0	2	3	4	1	5	1	4	1	1	0
Aplp2	54	73	57	65	66	98	46	62	144	167	74	118	124	63
St14	5	15	4	35	26	4	8	10	44	28	3	5	14	7
Zbtb44	37	30	48	45	49	78	41	29	56	86	80	122	105	56
LOC110343604	0	0	1	1	1	2	0	0	0	0	0	1	0	0
LOC101837822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts8	2	1	1	2	5	5	1	4	4	5	9	8	6	5
Adamts15	1	3	2	5	4	12	4	1	4	7	6	5	12	7
LOC101838089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101842386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101838363	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101842910	7	15	10	14	17	14	5	10	26	15	9	22	15	3
Vipr2	5	11	1	14	13	3	1	6	21	12	1	1	1	2
Wdr60	7	21	11	27	24	24	8	18	32	38	23	33	23	11
Esyt2	15	37	27	30	28	55	28	25	41	61	34	55	53	24
Ncapg2	6	8	6	9	10	11	6	5	20	25	9	14	5	1
LOC101843437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprn2	43	85	25	136	129	37	12	105	245	167	38	37	36	19
LOC110343609	5	16	3	24	19	3	2	17	33	25	5	8	7	4
LOC110343608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101843713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343610	0	2	1	3	7	1	1	5	14	7	1	4	0	0
LOC110343617	1	2	1	1	2	0	1	5	4	2	2	2	0	0
LOC110343612	2	0	0	0	0	1	1	0	2	3	0	0	0	0
Rapgef5	30	55	22	99	96	16	8	62	171	112	34	41	38	13
LOC110343613	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101844501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca7l	5	8	2	10	6	2	1	6	27	7	5	4	3	0
Dnah11	30	51	21	118	93	31	14	82	193	144	38	43	29	14
Sp4	23	41	22	47	55	43	15	38	67	68	32	70	42	22
LOC110343611	1	0	0	2	1	0	0	2	5	0	1	0	0	0
LOC110343616	7	4	0	5	5	0	0	3	9	11	3	6	1	2
LOC110343607	0	0	0	0	0	0	0	0	0	1	0	2	0	0
LOC101822429	0	1	0	0	0	0	1	2	2	1	1	2	0	0
LOC110343615	0	0	1	4	3	1	1	5	8	6	2	0	0	2
Sp8	0	2	1	1	1	0	0	0	4	2	1	3	1	2
Abcb5	27	52	13	115	70	22	11	66	159	112	18	22	29	11
LOC110343614	1	3	0	2	2	0	1	2	5	5	1	1	1	0
LOC101841129	21	42	26	48	59	116	52	43	94	99	55	56	45	32
Itgb8	12	16	4	31	18	9	1	31	44	32	5	11	5	6
LOC110343618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macc1	0	4	6	9	2	6	3	6	9	14	3	6	8	5
Tmem196	2	4	0	5	5	0	1	4	8	2	1	3	2	0
LOC101822701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828676	1	2	1	3	6	0	1	4	11	6	0	1	1	0
Gulp1	38	70	46	68	88	74	25	52	130	110	62	74	75	24
Col3a1	50	87	69	91	112	118	48	52	147	175	96	172	102	78
Col5a2	15	20	15	17	29	24	12	14	38	30	23	21	21	9
LOC110343619	0	1	0	1	2	0	1	2	1	2	0	0	0	2
Wdr75	5	10	11	10	13	24	13	15	27	21	17	19	18	10
LOC110343625	0	1	0	1	0	1	0	2	1	1	1	3	1	0
LOC110343626	0	5	0	3	3	0	0	4	9	9	1	1	2	1
Slc40a1	12	17	20	13	29	46	15	13	33	28	31	47	35	12
LOC101828945	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Asnsd1	3	19	7	21	22	23	15	14	32	29	15	22	21	8
LOC106022368	0	1	0	1	3	0	0	1	4	0	0	0	0	0
Ankar	3	8	3	15	7	1	0	10	13	13	4	3	1	5
Osgepl1	1	7	3	7	5	3	3	3	16	10	5	4	3	1
Ormdl1	7	14	12	21	14	21	19	15	24	23	18	23	25	6
Pms1	14	28	14	61	46	12	7	36	80	55	24	21	16	11
Mstn	1	0	0	0	0	0	0	1	0	0	0	1	0	0
CUNH2orf88	1	1	1	3	3	1	1	0	4	3	1	6	4	0
Hibch	15	35	12	58	43	25	9	37	81	59	18	25	23	10
Inpp1	6	10	14	19	17	22	18	17	25	41	17	28	31	12
LOC101830554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6	9	13	18	30	22	23	13	27	40	45	33	42	24	15
Nemp2	4	5	3	6	2	13	5	2	11	8	5	4	13	4
LOC106022369	7	6	2	5	5	9	6	4	10	4	5	6	7	5
Nab1	21	23	21	31	21	53	27	21	42	43	40	54	56	21
LOC110343620	1	3	1	3	3	0	1	4	8	6	1	1	0	1
Gls	37	58	55	59	41	93	39	55	105	88	87	97	84	56
Stat1	58	77	103	119	129	396	202	253	515	446	134	149	140	68
LOC110343624	1	0	1	1	0	0	0	1	2	1	0	0	0	0
Stat4	6	11	6	19	21	15	9	23	36	37	16	14	19	5
LOC110343627	0	0	0	1	0	0	0	1	1	0	0	0	0	0
Myo1b	51	90	69	115	111	153	45	65	135	155	101	127	123	51
LOC110343623	1	4	2	8	6	1	1	7	13	11	3	0	1	2
Nabp1	4	8	2	5	4	12	5	5	9	8	3	7	2	0
LOC110343621	1	4	0	2	0	0	0	1	0	1	0	1	1	0
LOC110343622	0	0	1	2	4	0	0	6	5	2	1	1	2	2
LOC101837641	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Znf449	0	0	0	1	0	4	1	1	1	3	1	2	2	2
LOC101838440	0	0	0	0	0	0	0	0	0	1	1	0	1	0
LOC101831622	0	3	2	0	1	0	0	0	3	1	0	1	1	1
LOC101831893	0	0	2	1	0	0	0	2	1	1	0	1	1	0
LOC101832146	8	22	13	24	28	17	8	17	39	37	25	35	38	18
LOC101832578	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Mmgt1	11	13	19	11	18	20	12	3	18	20	12	20	14	4
Slc9a6	8	12	10	13	12	15	7	9	19	25	15	17	10	9
LOC110343630	3	6	1	11	6	0	0	2	4	6	0	2	2	0
Fhl1	423	615	491	481	669	868	360	424	640	722	679	873	775	405
LOC101839242	0	0	0	0	4	3	0	0	1	1	0	0	1	0
Map7d3	3	2	5	6	1	9	5	5	13	11	9	9	7	6
Adgrg4	3	8	1	9	4	3	0	8	12	12	2	2	5	1
Brs3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htatsf1	18	25	25	16	28	64	28	35	40	49	34	63	54	28
Vgll1	0	0	0	1	0	0	0	0	3	1	0	0	0	0
Cd40lg	1	1	1	8	0	0	0	2	3	5	1	0	1	0
Arhgef6	5	17	10	21	13	4	7	21	31	27	8	7	14	5
Rbmx	9	9	6	7	6	21	5	6	12	20	10	12	18	8
LOC101835978	1	5	0	9	0	1	2	8	4	5	2	2	0	0
Gpr101	0	1	0	1	0	0	3	1	0	0	1	2	0	0
LOC110343632	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zic3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343631	11	22	7	38	25	6	7	40	57	60	10	13	5	2
LOC101836759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	7	14	7	12	12	11	3	23	19	18	10	12	6	3
Slco3a1	51	76	65	148	121	84	45	104	220	176	95	102	86	52
St8sia2	5	19	3	20	27	4	1	19	37	25	7	10	6	4
LOC110343637	0	0	0	0	0	0	1	0	0	0	0	0	1	0
LOC106022372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174b	36	52	29	32	54	74	26	22	64	76	109	183	97	56
LOC110343634	0	0	0	1	0	0	0	1	0	0	0	0	0	0
LOC110343633	1	1	0	6	6	0	0	4	8	8	1	0	1	0
LOC101843438	2	1	0	5	4	0	2	6	9	7	2	0	0	0
Chd2	49	85	65	124	111	125	59	111	213	164	120	137	162	84
LOC110343638	3	7	12	11	9	5	9	1	9	5	10	11	15	6
Rgma	4	3	3	4	2	7	1	2	6	7	4	5	3	4
LOC110343636	0	1	0	0	2	1	0	3	1	3	0	0	0	0
LOC110343635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101843980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mctp2	19	41	9	67	58	19	12	34	109	91	20	15	18	10
LOC101844502	0	0	0	1	0	2	1	0	1	0	0	0	3	0
Tmem114	0	0	1	0	2	0	0	1	4	0	0	0	0	0
LOC110343639	0	1	0	0	0	0	0	1	1	0	0	0	0	0
Mettl22	9	18	5	28	19	11	7	19	42	23	9	21	14	5
Abat	15	19	8	39	23	11	6	30	47	31	19	22	8	7
Pmm2	21	41	29	45	39	49	28	44	74	75	36	35	46	17
Carhsp1	107	125	118	119	153	214	83	93	196	229	226	387	286	140
LOC110343642	3	5	2	8	7	3	2	8	7	10	6	5	7	2
Usp7	55	62	59	95	65	115	63	57	104	122	95	144	135	62
LOC101823593	337	378	425	483	513	887	459	475	1022	864	634	919	814	472
CUNH16orf72	22	19	31	29	36	43	24	23	43	52	46	74	63	23
LOC106022375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830735	6	19	7	25	19	14	1	18	54	33	9	14	20	9
LOC110343644	0	0	0	0	2	1	0	1	0	2	0	0	0	0
Grin2a	6	18	5	36	29	8	3	26	58	40	6	11	9	4
LOC110343641	0	0	0	0	2	0	0	1	2	0	0	0	2	0
LOC106022377	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101824380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101824645	0	1	0	0	0	0	0	0	0	1	0	1	0	0
Atf7ip2	6	19	23	25	22	48	20	36	58	54	16	31	34	15
Emp2	144	240	191	214	224	365	160	152	286	366	410	528	456	238
Tekt5	13	10	10	18	21	11	2	25	38	38	14	12	9	8
LOC110343640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343645	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Nubp1	8	8	4	4	10	17	15	10	13	21	15	9	11	6
Tvp23a	1	2	0	1	0	0	2	2	4	5	1	0	1	0
Ciita	5	26	14	36	33	20	8	15	80	55	15	31	24	7
Dexi	21	22	16	13	14	23	15	14	17	33	22	23	31	14
Clec16a	29	63	22	103	75	46	18	68	154	111	31	43	28	21
Socs1	9	6	9	15	15	50	47	38	67	57	14	16	18	11
Prm3	0	0	0	0	1	0	1	0	2	0	0	1	0	0
Prm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	8	7	5	21	21	15	12	24	62	38	5	12	7	6
LOC106022374	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Litaf	46	72	58	77	72	136	82	86	207	207	79	113	101	52
LOC106022373	2	1	0	1	2	1	0	1	2	1	0	1	1	2
LOC101832579	0	2	0	4	0	0	1	1	1	2	0	0	1	0
Snn	0	2	0	2	2	2	1	3	3	6	1	0	1	0
Txndc11	22	46	16	69	36	28	15	38	110	82	23	25	16	7
Zc3h7a	19	46	37	55	51	71	25	53	102	106	34	63	51	15
LOC106022376	18	17	41	21	15	48	21	12	41	41	45	38	46	26
Rsl1d1	2	0	3	5	2	3	1	2	3	5	2	8	9	0
Gspt1	23	46	52	80	55	62	28	54	123	89	74	81	73	48
Blcap	17	10	12	20	23	32	22	19	28	33	18	23	32	17
Nnat	5	5	2	11	4	10	6	7	5	12	9	29	7	2
LOC110343650	1	0	0	0	0	1	0	0	0	1	1	0	0	2
Src	8	13	3	18	15	10	5	13	28	22	8	21	15	6
Manbal	30	70	40	62	61	65	47	80	143	110	48	68	62	28
Ghrh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpn2	40	70	65	77	76	105	57	62	112	154	79	121	105	51
Mroh8	25	51	22	118	83	14	19	70	157	129	21	20	17	18
LOC101826666	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343657	1	2	0	0	5	1	0	2	2	2	1	1	0	0
Rbl1	12	16	7	41	18	4	7	24	53	40	11	15	8	3
Samhd1	53	66	57	101	83	321	197	216	557	398	80	125	86	60
Tldc2	0	4	1	9	6	2	0	6	6	6	0	2	0	1
Soga1	14	15	13	18	16	24	7	9	32	30	24	32	22	12
Dsn1	0	0	1	1	0	0	0	1	2	2	1	1	0	0
LOC110343649	6	29	8	48	32	5	2	24	56	48	8	9	4	5
Ndrg3	22	18	22	21	29	54	20	17	34	49	22	35	39	19
LOC106020730	6	11	5	16	23	15	8	10	25	29	5	17	14	4
LOC101827455	2	2	0	1	7	0	1	3	7	6	1	1	0	0
LOC101836760	49	65	63	63	64	93	54	43	117	115	63	109	101	52
Tgif2	6	7	4	14	3	8	6	2	8	11	8	21	23	7
LOC106022382	15	22	15	40	37	11	7	21	81	44	9	15	13	10
Myl9	55	69	77	68	68	137	38	63	123	118	93	134	96	44
Dlgap4	53	64	35	101	121	81	49	86	216	165	83	94	91	50
Aar2	12	18	10	32	30	45	14	26	45	48	37	53	39	20
Epb41l1	20	18	17	11	18	23	15	9	23	27	29	56	24	14
LOC110343646	4	7	1	13	6	0	4	9	21	15	2	4	1	2
Cnbd2	4	14	4	23	15	2	3	8	37	28	5	5	5	2
Scand1	133	195	203	195	245	386	192	193	366	368	308	431	383	227
Phf20	69	111	131	156	129	183	84	114	208	209	192	213	211	126
Rbm39	61	105	81	101	109	175	101	95	144	183	170	199	195	84
Romo1	157	216	213	212	241	386	182	164	304	353	315	366	325	185
Nfs1	3	9	5	15	25	8	6	14	27	18	11	19	10	3
Cpne1	15	24	13	23	23	29	17	24	38	46	22	31	29	20
Spag4	0	1	2	0	1	4	0	2	0	2	0	1	3	0
LOC101828506	8	12	4	23	21	8	3	15	43	38	9	10	8	7
Ergic3	11	29	25	30	26	45	27	19	43	51	30	47	43	22
CUNH20orf173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep250	9	18	8	37	25	4	7	23	58	52	13	19	9	5
LOC106022378	1	1	1	1	2	2	2	3	4	2	4	1	1	1
Gdf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101842565	11	31	12	46	43	27	16	36	77	53	22	29	21	10
LOC101842299	80	102	81	112	147	214	128	91	196	219	119	195	175	93
Fam83c	3	7	0	2	4	0	1	6	14	6	0	1	3	1
Eif6	30	29	30	38	37	82	41	39	106	108	50	60	64	30
LOC106022385	0	1	0	0	0	0	0	0	0	0	1	0	2	0
Mmp24	6	13	4	19	17	7	1	10	37	24	7	10	8	6
Procr	2	6	5	4	10	5	1	2	17	11	5	13	12	6
LOC110343656	0	0	1	2	1	0	0	0	1	0	0	0	0	1
Edem2	12	14	16	20	21	18	13	12	42	41	26	29	25	11
